condition,policy,priority,seed,trial,target_width_ms,target_isi_ms,host_width_ms,host_onset_s
rt,SCHED_FIFO,50,20260808,321,33.1320,44.6006,33.1573,27.576099
rt,SCHED_FIFO,50,20260808,322,23.7932,67.1569,23.8152,27.653871
rt,SCHED_FIFO,50,20260808,323,30.9028,49.5280,30.9259,27.744850
rt,SCHED_FIFO,50,20260808,324,35.6165,22.9283,35.6268,27.825345
rt,SCHED_FIFO,50,20260808,325,47.3403,38.4036,47.3659,27.883907
rt,SCHED_FIFO,50,20260808,326,8.7902,58.6923,56.8869,27.969682
rt,SCHED_FIFO,50,20260808,327,42.3206,22.2743,42.3452,28.085272
rt,SCHED_FIFO,50,20260808,328,35.2227,58.1818,35.2398,28.149907
rt,SCHED_FIFO,50,20260808,329,36.7917,33.3676,36.7977,28.243339
rt,SCHED_FIFO,50,20260808,330,16.0724,74.8787,16.0764,28.313516
rt,SCHED_FIFO,50,20260808,331,30.9862,73.8890,31.0064,28.404478
rt,SCHED_FIFO,50,20260808,332,26.9171,59.7295,26.9383,28.509380
rt,SCHED_FIFO,50,20260808,333,18.7964,32.4275,18.8171,28.596054
rt,SCHED_FIFO,50,20260808,334,37.2780,43.6506,37.2858,28.647308
rt,SCHED_FIFO,50,20260808,335,14.9679,28.1033,14.9882,28.728250
